gene_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode18,barcode19,barcode20,barcode21
gene-FOXJ3,60.36536536536537,76.08808808808809,91.84284284284286,72.43343343343342,79.3993993993994,85.37537537537537,94.06306306306307,103.4044044044044,25.715715715715717,176.21421421421422,74.16316316316318,98.21321321321322,113.27027027027026,36.452452452452455,116.51251251251252
gene-FOXK1,57.74674674674674,60.93793793793794,49.46646646646647,123.92492492492492,38.13913913913914,131.56356356356355,53.266266266266264,89.4974974974975,85.26626626626627,54.06606606606607,135.7027027027027,102.2962962962963,24.3023023023023,9.0,
gene-FOXK2,94.50350350350351,70.47447447447448,87.66566566566566,79.54054054054055,46.792792792792795,73.27027027027027,51.05705705705706,70.04004004004004,80.34234234234235,81.84484484484484,79.58058058058057,55.49249249249249,125.05105105105105,82.43343343343344,71.71971971971972
gene-FOXL2,0.0,,49.0,120.76276276276278,,85.0,,,100.994994994995,67.0,142.0,75.0,93.48648648648648,,
gene-FOXM1,,,,49.0,,,110.0,,71.0,,125.0,52.45945945945946,45.13213213213213,65.0,34.003003003003
gene-FOXN1,,,,,,,124.0,,,,,,,,
gene-FOXN2,74.1921921921922,135.85685685685687,88.87387387387388,50.45945945945946,108.0,60.153153153153156,,65.48548548548548,52.81581581581582,34.0,65.66166166166167,85.06006006006007,66.74974974974975,84.51251251251252,76.46046046046045
gene-FOXN3,102.32732732732732,67.51751751751752,68.29729729729729,73.50850850850851,85.6036036036036,47.86386386386386,47.4034034034034,49.54954954954955,77.37337337337337,96.01001001001,63.6036036036036,188.8008008008008,73.93093093093093,32.0,114.009009009009
gene-FOXN4,72.51651651651652,,0.0,80.63663663663664,,,49.0,,94.3983983983984,96.0,103.0,,,,
gene-FOXO1,30.39139139139139,64.24324324324324,98.08608608608608,38.47947947947948,71.94394394394394,92.88088088088088,164.0,42.10910910910911,66.23323323323322,67.15615615615616,111.48448448448448,102.7057057057057,39.48248248248248,,
gene-FOXO3,77.22822822822823,72.54054054054055,68.45645645645645,73.54954954954955,89.1891891891892,101.91791791791792,68.83483483483484,50.07807807807808,92.43543543543544,58.873873873873876,69.21921921921921,81.74774774774775,75.12912912912913,69.08608608608608,116.93193193193194
gene-FOXO4,47.208208208208205,,58.969969969969966,205.0,111.22122122122123,149.0,126.0,42.0,,120.26726726726726,95.49349349349349,,76.0,78.98698698698699,
gene-FOXO6,,162.0,42.0,84.49049049049049,,78.49049049049049,45.86086086086086,,115.84284284284284,137.3813813813814,133.981981981982,71.92692692692692,60.57457457457457,,
gene-FOXP1,87.996996996997,51.132132132132135,57.62362362362363,77.95895895895896,102.92692692692692,35.750750750750754,44.711711711711715,29.6006006006006,60.873873873873876,132.2162162162162,50.71971971971972,63.66466466466467,59.55255255255255,46.406406406406404,82.53153153153153
gene-FOXP2,,0.0,53.58458458458458,75.46746746746747,141.05405405405406,125.90790790790791,,,131.73373373373374,86.58258258258259,0.0,136.35835835835837,54.989989989989986,,
gene-FOXP3,,160.0,165.0,0.0,0.0,,,,,,,,,,
gene-FOXP4,75.62062062062063,48.81981981981981,84.42342342342342,69.14614614614615,45.46546546546546,65.21121121121121,66.30630630630631,77.68668668668668,63.67767767767768,16.60760760760761,54.666666666666664,59.75075075075075,23.024024024024023,20.11111111111111,37.5055055055055
gene-FOXQ1,46.813813813813816,,53.12312312312312,102.98998998999,,69.98798798798799,59.94194194194194,51.729729729729726,68.61161161161161,86.996996996997,33.16016016016016,,,,
gene-FOXR1,,,,,,,,,274.0,,,,,,
gene-FOXRED1,28.31131131131131,69.01201201201201,52.73973973973974,89.37037037037037,76.73473473473473,31.32932932932933,37.891891891891895,69.67567567567568,80.51351351351352,78.38938938938938,71.46946946946947,21.2972972972973,90.67667667667666,44.03603603603604,37.990990990990994
gene-FOXRED2,,,,,,99.0,,54.0,,,151.46946946946946,97.0,154.0,,
gene-FOXS1,102.33333333333333,61.927927927927925,71.83083083083083,78.50550550550551,78.95395395395396,107.58858858858859,56.414414414414416,20.84784784784785,62.04304304304304,137.95995995995997,25.23923923923924,90.27127127127127,130.52252252252254,55.0,71.991991991992
gene-FPGS,78.67567567567568,116.18618618618619,80.66766766766767,70.96796796796798,51.1991991991992,102.41441441441441,79.32032032032032,71.69369369369369,91.08608608608608,64.30730730730731,121.51751751751752,51.90190190190191,89.06906906906907,100.75675675675676,123.62562562562563
gene-FPGT,57.35235235235235,105.94894894894895,67.32032032032032,68.50950950950951,57.94594594594595,62.189189189189186,71.47147147147147,134.34534534534535,76.94794794794795,77.001001001001,61.16516516516516,75.57657657657658,107.6996996996997,73.6036036036036,40.546546546546544
gene-FPR2,,,,,,,,,,,,145.0,,,
gene-FRAS1,15.27027027027027,71.08208208208208,200.98198198198196,66.92692692692692,,99.51651651651652,,121.01901901901903,53.592592592592595,27.51051051051051,125.991991991992,,,,
gene-FRAT1,68.0,,,98.0,,187.0,80.44544544544544,,58.512512512512515,73.0,182.26726726726727,,38.0,,
gene-FRAT2,9.0,,99.45145145145145,28.373373373373376,63.992992992992995,50.16316316316316,,80.72672672672672,90.04804804804805,73.49349349349349,78.49349349349349,83.47347347347348,46.985985985985984,,
gene-FREM1,105.69669669669669,96.44444444444444,89.93693693693693,80.68968968968969,,,,9.0,67.28828828828829,63.41541541541542,57.1981981981982,,,,
gene-FREM2,79.0,181.97397397397398,94.47847847847848,90.8038038038038,33.0,89.64764764764764,,81.0,70.25625625625625,70.0,57.491491491491495,,,,
gene-FREM3,,,,,,,,,,,80.0,,,,
gene-FRK,151.0,22.0,117.77477477477477,38.1981981981982,93.92092092092092,96.48748748748748,281.2792792792793,67.48548548548548,89.49449449449449,40.88188188188188,42.585585585585584,115.92792792792793,,,44.0
gene-FRMD1,31.0,63.0,,,,,,,,,,,,,
gene-FRMD3,75.17617617617617,65.82482482482483,37.62162162162162,72.72372372372372,106.0,95.32632632632632,,84.86086086086085,41.70370370370371,81.0,44.249249249249246,,,,
gene-FRMD4A,8.956956956956956,52.43543543543544,72.17717717717719,17.74074074074074,113.0,0.11311311311311312,72.38738738738739,171.63063063063063,118.75675675675676,91.22222222222223,70.97997997997999,18.96896896896897,0.0,,166.0
gene-FRMD4B,123.56456456456458,56.60560560560561,69.23423423423424,61.77077077077077,122.0,44.05105105105105,51.42342342342343,8.537537537537538,61.17117117117117,60.18918918918919,75.86386386386386,99.97897897897899,35.0,10.21121121121121,32.25925925925926
gene-FRMD5,61.5045045045045,,,,,,,,,,,,,,
gene-FRMD6,134.17717717717719,56.06006006006006,67.31831831831832,67.12412412412412,84.0,35.18018018018018,,52.33333333333333,82.4974974974975,86.17417417417417,56.866866866866864,27.1991991991992,65.8028028028028,117.83083083083082,35.33933933933934
gene-FRMD7,,,,71.45445445445446,,,,,,,,,,,
gene-FRMD8,98.22522522522523,149.7957957957958,67.04104104104104,77.71971971971972,,65.18818818818818,111.0,70.43943943943944,46.47347347347347,125.43743743743744,86.0980980980981,76.45945945945945,63.088088088088085,191.92192192192192,83.77477477477477
gene-FRMPD1,106.0,,17.0,,,67.0,,,,119.98798798798799,57.0,,,,
gene-FRMPD2,67.4834834834835,,0.22522522522522537,217.26126126126127,,63.1051051051051,,110.08908908908909,57.991991991991995,,90.0,,,,
gene-FRMPD3,,,,,46.0,,,,,,71.0,,,,
gene-FRMPD4,75.17217217217217,38.0,64.0,46.0,,109.0,100.0,,98.66966966966967,57.0,,,,,
gene-FRRS1,122.0,122.0,82.0,80.45945945945945,,62.0,,,48.0,119.0,70.48848848848849,111.0,,,74.83683683683684
gene-FRRS1L,96.0,42.22922922922923,,82.7987987987988,,48.053053053053056,,,,,103.0,53.58858858858859,43.466466466466464,113.0,61.0
gene-FRS2,41.94994994994995,106.97297297297298,52.12312312312312,67.15415415415416,132.4934934934935,51.004004004004,145.32332332332334,28.009009009009006,47.386386386386384,59.8008008008008,57.64364364364364,66.79479479479478,160.82182182182183,48.998998998999,132.3773773773774
gene-FRS3,96.0,55.0,123.0,68.5915915915916,,,,,,,65.05405405405405,22.736736736736738,267.0,,
gene-FRY,94.59459459459458,105.55655655655656,39.72472472472472,74.85085085085085,81.83683683683684,134.63363363363362,63.51851851851852,37.55555555555556,77.85885885885887,183.53553553553553,58.48348348348348,,,,
gene-FRYL,103.94394394394395,8.665665665665665,211.92992992992993,74.56356356356356,116.0,,78.01301301301301,102.85785785785785,76.96696696696696,132.02102102102103,74.8078078078078,27.888888888888886,0.02302302302302306,20.0,0.9819819819819819
gene-FRZB,81.02902902902903,71.43243243243244,74.19019019019018,79.68868868868869,51.0,92.95095095095095,63.765765765765764,70.31431431431432,78.6096096096096,102.72972972972974,78.994994994995,97.96896896896897,,,
gene-FSCN1,92.53353353353353,71.75175175175175,79.08008008008008,103.31431431431432,104.28828828828829,52.0,93.03003003003003,83.70270270270271,77.65165165165166,40.369369369369366,155.03303303303304,86.16516516516516,89.4024024024024,58.45345345345345,85.37237237237237
gene-FSD1,,,,28.47047047047047,,,119.0,,,,,,,,
gene-FSD1L,77.75375375375376,,79.71571571571572,83.28728728728728,93.09009009009009,39.7957957957958,128.0,43.38238238238238,20.073073073073072,168.32932932932934,65.63963963963964,87.41641641641641,127.85285285285285,131.47747747747746,67.33333333333333
gene-FSD2,111.0,22.703703703703702,,49.0,52.0,69.0,,,68.4054054054054,28.126126126126128,,38.77477477477478,52.18318318318318,36.828828828828826,42.0
gene-FSHR,,157.0,89.1021021021021,,,,,,,,,,,,223.0
gene-FSIP1,,,144.0,107.0,,164.41341341341342,,104.0,88.65565565565565,,54.75575575575576,,,,
gene-FST,57.930930930930934,48.233233233233236,67.46846846846847,95.43443443443444,37.605605605605604,104.87587587587588,64.71171171171171,88.71771771771772,61.393393393393396,220.93993993993996,71.34234234234233,10.575575575575575,42.25825825825826,127.52252252252252,121.76276276276276
gene-FSTL1,79.23523523523524,63.32432432432432,69.1001001001001,76.48448448448448,81.91391391391392,89.47847847847848,83.41741741741743,65.55555555555554,77.82582582582583,82.82082082082083,74.85785785785785,70.23323323323324,76.64564564564564,73.82482482482483,83.01501501501501
gene-FSTL3,94.85585585585585,58.16216216216216,94.5955955955956,67.03003003003003,28.76176176176176,69.64464464464464,98.07607607607608,18.876876876876878,81.22222222222223,120.53153153153153,183.0960960960961,111.95095095095095,68.96096096096096,120.2102102102102,136.6726726726727
gene-FSTL4,100.44844844844845,,,,,,,106.0,51.48348348348348,,157.0,,,,
gene-FSTL5,79.85785785785785,79.54354354354354,98.91191191191191,72.48048048048048,86.7987987987988,55.1971971971972,79.61761761761761,74.96696696696696,97.57657657657657,62.15415415415415,98.55455455455456,,,,
gene-FTCDNL1,,112.0,69.993993993994,75.0,,,,,,,,,72.0,,
gene-FTH1,57.37837837837838,61.686686686686684,60.549549549549546,57.46246246246247,48.04304304304304,49.91891891891892,45.67867867867868,46.432432432432435,58.21921921921922,45.046046046046044,53.64464464464465,52.513513513513516,54.607607607607605,67.13613613613613,67.14414414414414
gene-FTL,1.5025025025025025,1.026026026026026,60.01801801801802,51.81981981981982,50.35535535535536,51.190190190190194,44.93793793793794,47.998998998999,77.07807807807808,45.04604604604605,72.92392392392392,47.63863863863864,47.02302302302303,56.17717717717718,56.62262262262262
gene-FTO,68.64564564564564,117.14114114114115,78.88188188188188,66.7997997997998,32.78378378378378,84.71771771771772,74.62162162162163,41.98198198198198,52.75675675675676,45.8008008008008,74.92892892892894,79.36236236236236,58.30930930930931,61.91691691691692,78.57657657657657
gene-FTSJ1,60.18318318318319,49.74174174174174,66.55055055055054,46.033033033033036,109.8028028028028,40.21021021021021,46.94694694694695,64.98798798798799,31.33833833833834,54.147147147147145,81.52252252252252,45.692692692692695,44.869869869869866,61.61861861861862,46.333333333333336
gene-FTSJ3,120.15315315315316,79.03703703703704,131.36036036036035,92.83383383383384,24.24024024024024,29.93893893893894,110.50150150150151,72.46646646646647,91.5945945945946,107.01901901901903,49.73373373373373,54.24224224224225,21.93093093093093,139.05105105105105,74.86786786786787
gene-FUBP1,40.86886886886887,105.55255255255256,87.17617617617618,60.25525525525526,113.48348348348348,68.36336336336336,17.48248248248248,74.67567567567568,89.8018018018018,35.17617617617618,70.54754754754754,58.33333333333333,27.1981981981982,70.13613613613613,2.6036036036036037
gene-FUBP3,55.11111111111111,59.42042042042042,101.66966966966967,79.90290290290291,51.94894894894895,67.11711711711712,86.64864864864865,137.4834834834835,45.35835835835836,130.82582582582583,77.82782782782783,74.28528528528528,108.78078078078079,35.13213213213213,66.85685685685687
gene-FUCA1,54.068068068068065,45.049049049049046,60.552552552552555,76.94994994994995,81.2992992992993,105.8018018018018,57.96396396396396,43.433433433433436,61.22222222222223,39.09009009009009,57.54554554554555,107.10210210210211,67.27827827827828,69.91891891891892,103.87987987987988
gene-FUCA2,70.51151151151151,,53.530530530530534,70.43543543543544,65.32532532532534,52.86586586586587,40.486486486486484,32.06906906906907,103.9099099099099,66.92992992992993,89.02702702702703,92.17717717717717,49.22522522522522,146.95095095095095,128.18018018018017
gene-FUNDC1,70.05105105105105,46.753753753753756,63.4994994994995,47.65665665665666,49.006006006006004,88.1111111111111,83.90390390390391,56.849849849849846,87.57357357357358,59.351351351351354,63.92092092092092,55.45045045045045,44.02702702702703,77.38838838838839,42.37837837837838
gene-FUNDC2,55.84084084084084,42.7027027027027,51.832832832832835,51.68468468468468,93.16416416416416,45.37037037037037,57.306306306306304,37.728728728728726,52.87687687687688,59.03703703703704,54.765765765765764,54.48148148148148,48.32732732732733,60.126126126126124,71.87287287287288
gene-FUOM,,146.0,0.0,,,,,,,,77.0,,,,
gene-FURIN,74.24124124124124,71.8048048048048,53.65465465465466,101.71871871871872,130.03403403403405,54.39039039039039,50.471471471471475,77.02102102102103,68.14414414414415,98.78078078078077,81.26126126126127,44.6956956956957,100.05905905905907,115.95195195195194,79.25225225225225
gene-FUS,77.42942942942943,70.86786786786787,88.94594594594595,68.22922922922923,107.02702702702703,70.2072072072072,58.83783783783784,63.37837837837838,59.64064064064065,96.91591591591592,70.35035035035035,83.34434434434435,69.51851851851852,111.25825825825827,89.10210210210211
gene-FUT1,,,,,,,,88.0,180.0,53.0,,,,,
gene-FUT10,99.82482482482482,42.053053053053056,46.78778778778779,140.33333333333331,132.96296296296296,41.653653653653656,68.995995995996,75.42242242242241,199.28528528528528,101.58458458458458,38.1041041041041,75.21221221221222,82.54154154154153,20.12112112112112,101.07207207207207
gene-FUT11,139.56856856856857,53.38138138138138,36.26426426426426,49.1051051051051,154.2932932932933,93.93193193193194,135.0,94.30030030030031,61.28228228228228,110.0,62.925925925925924,2.131131131131131,22.5015015015015,88.98698698698699,56.972972972972975
gene-FUT2,80.47747747747748,82.93093093093093,110.68268268268268,38.97597597597598,113.73473473473473,91.36636636636638,60.0,38.62462462462462,79.1021021021021,42.1001001001001,43.69169169169169,,,,
gene-FUT4,156.3903903903904,63.990990990990994,118.85585585585585,70.49549549549549,21.0,,,,,119.17717717717717,106.0,,,,
gene-FUT7,104.0,103.0,,,48.0,,,,,,,,,,
gene-FUT8,72.98798798798799,87.16916916916917,88.18018018018017,70.11111111111111,78.4964964964965,69.1921921921922,112.65365365365365,97.1951951951952,72.008008008008,42.02402402402402,54.486486486486484,112.50350350350351,68.48648648648648,56.83983983983984,59.06006006006006
gene-FUZ,70.06306306306307,,71.09009009009009,17.72272272272272,47.0,,248.0,70.0,31.01001001001001,84.0,142.45845845845847,35.07907907907908,75.76976976976977,,90.0
gene-FXN,70.49349349349349,95.0,65.06706706706707,92.96896896896897,86.97497497497497,112.0,,,56.42042042042042,86.0,62.13913913913914,30.997997997998,0.0,54.78978978978979,38.489489489489486
gene-FXR1,115.96696696696698,84.44644644644644,68.46946946946947,61.13513513513514,37.5975975975976,111.90790790790791,35.24424424424424,32.8948948948949,52.88288288288288,60.85985985985986,75.82282282282281,103.05605605605606,34.48348348348348,78.1981981981982,85.17217217217217
gene-FXR2,47.54454454454454,96.83183183183183,77.70270270270271,58.705705705705704,64.73973973973975,45.63863863863864,71.64264264264264,64.0870870870871,101.45745745745747,71.43243243243242,103.72172172172172,66.23323323323322,65.07107107107107,,
gene-FXYD1,56.373373373373376,48.98998998998999,58.84384384384384,46.27927927927928,52.373373373373376,50.351351351351354,67.95495495495496,55.04204204204204,44.47147147147147,56.17717717717718,49.07507507507508,96.0,76.23423423423424,52.889889889889886,72.18318318318319
gene-FXYD2,53.966966966966964,38.65965965965966,60.806806806806804,54.469469469469466,68.77777777777777,53.568568568568566,56.627627627627625,58.41941941941943,43.43643643643643,58.273273273273276,64.4054054054054,,,,
gene-FXYD3,54.528528528528525,44.6956956956957,51.8038038038038,54.44544544544544,43.732732732732735,47.51951951951952,45.846846846846844,43.995995995996,41.33633633633634,40.84184184184184,46.605605605605604,45.22122122122123,75.40540540540542,30.35135135135135,45.53453453453454
gene-FXYD4,303.0,,,,,,,98.0,33.0,29.0,,,,,
gene-FXYD5,56.653653653653656,53.45445445445445,53.10910910910911,53.189189189189186,70.51351351351352,109.6996996996997,116.31531531531532,58.072072072072075,75.96696696696696,98.0990990990991,80.3903903903904,64.58558558558559,64.58558558558559,69.28028028028028,86.54954954954955
gene-FXYD6,51.466466466466464,87.48248248248248,59.4024024024024,53.150150150150154,57.851851851851855,57.234234234234236,83.36136136136136,50.63963963963964,74.53153153153153,35.526526526526524,66.84684684684686,79.0,53.0,,
gene-FXYD7,,47.0,,,,,,,,,,,,,
gene-FYB1,46.68468468468468,84.11711711711712,41.568568568568566,133.60660660660662,51.807807807807805,,,126.0,22.103103103103102,71.0,47.61061061061061,,,19.52052052052052,
gene-FYB2,55.0,,0.0,106.0,198.0,,,,65.0,31.0,52.0,,,,
gene-FYCO1,54.90990990990991,69.35835835835836,53.8978978978979,57.350350350350354,52.28328328328329,80.67567567567568,64.35135135135135,86.0990990990991,56.432432432432435,59.63363363363363,54.78278278278279,73.1951951951952,79.14414414414415,29.164164164164163,50.729729729729726
gene-FYN,62.849849849849846,72.76476476476476,43.41741741741741,55.51951951951952,88.49149149149149,101.26426426426427,60.4974974974975,41.01801801801802,74.42942942942943,29.033033033033032,88.57657657657657,69.72672672672672,81.03403403403404,56.32232232232232,59.24024024024024
gene-FYTTD1,65.8068068068068,39.653653653653656,48.489489489489486,69.87587587587588,42.432432432432435,94.31531531531532,90.12812812812813,61.647647647647645,77.33833833833833,98.47847847847848,92.25825825825825,39.50850850850851,56.629629629629626,51.7027027027027,70.85685685685685
gene-FZD1,74.73873873873873,64.14614614614615,93.37837837837839,71.17717717717717,78.58558558558559,61.913913913913916,68.37037037037037,78.49849849849849,75.83183183183183,84.68468468468468,57.37237237237237,66.4074074074074,70.9009009009009,147.0,67.78378378378378
gene-FZD10,194.0,,,,,23.99199199199199,70.0,82.92692692692692,145.53453453453454,,,,,,
gene-FZD2,73.35735735735736,92.002002002002,50.06206206206206,46.27827827827828,106.91091091091091,82.04204204204204,,65.0,110.51651651651652,142.0,56.51551551551552,72.05705705705705,86.05305305305306,30.531531531531527,69.45545545545545
gene-FZD3,88.009009009009,96.0,32.0,56.97197197197197,113.83483483483484,114.09609609609609,31.655655655655657,139.44744744744744,129.6806806806807,149.14214214214215,82.24824824824825,95.06306306306307,116.65465465465465,73.83783783783784,65.72372372372372
gene-FZD4,66.68768768768768,93.50150150150151,151.66566566566567,87.55355355355356,36.65865865865866,185.986986986987,103.17717717717719,66.10810810810811,109.94294294294295,78.68668668668668,138.5895895895896,55.09509509509509,48.27727727727728,37.46146146146146,68.0
gene-FZD5,81.97697697697697,44.95795795795796,55.62762762762763,71.76576576576576,111.51851851851852,49.448448448448445,17.0,71.5945945945946,49.74474474474474,85.81581581581582,77.35135135135135,54.95795795795796,72.0,192.0,95.0
gene-FZD6,71.78078078078077,75.6846846846847,80.8008008008008,70.92292292292292,61.63063063063063,96.95295295295296,60.48648648648649,78.97297297297297,88.67067067067066,62.912912912912915,57.73873873873874,77.72972972972974,84.1001001001001,126.73173173173174,75.4054054054054
gene-FZD7,42.99099099099099,61.53853853853854,58.891891891891895,53.72472472472472,72.36336336336336,52.67867867867868,75.76476476476476,71.66666666666666,106.09909909909909,89.4084084084084,52.37937937937938,131.27727727727728,11.476476476476478,79.94894894894895,54.94394394394394
gene-FZD8,70.71171171171171,55.486486486486484,47.6006006006006,67.65765765765765,81.74174174174175,52.93993993993994,55.0,83.85885885885885,101.72872872872874,38.271271271271274,94.82782782782783,59.0,,,
gene-FZD9,65.0,,,,,,98.0,,,,110.0,,,,
gene-FZR1,31.33733733733734,47.34334334334334,129.12012012012013,63.21921921921921,43.94294294294294,149.11511511511512,55.6016016016016,45.31531531531532,85.6996996996997,86.57457457457457,100.56756756756756,97.42642642642643,104.63463463463464,55.553553553553556,78.24224224224224
gene-G0S2,9.777777777777777,64.86586586586586,58.53853853853854,83.56956956956957,61.047047047047045,71.32032032032032,63.128128128128125,40.789789789789786,74.31531531531532,37.83783783783784,74.22622622622623,67.0,,84.18418418418419,
gene-G2E3,144.1951951951952,106.0,58.69369369369369,67.26326326326327,33.91891891891892,54.294294294294296,102.7987987987988,51.327327327327325,35.18918918918919,65.47447447447448,55.71871871871872,81.62862862862863,27.04204204204204,34.25825825825826,0.0
gene-G3BP1,76.89989989989989,66.65865865865865,69.65765765765765,59.06006006006007,72.57357357357358,77.18218218218219,76.26726726726727,49.16216216216216,62.17717717717718,85.55555555555556,80.93693693693695,59.22222222222222,67.94894894894895,59.01001001001001,77.15415415415414
gene-G3BP2,61.97197197197197,69.5185185185185,78.50350350350351,66.25125125125126,91.48248248248248,69.69369369369369,67.08108108108108,101.25225225225225,78.29129129129129,71.3923923923924,73.31331331331332,87.55255255255256,72.03503503503504,107.01201201201201,62.07607607607608
gene-G6PC1,148.55855855855856,,,,,,,,,,,,,,
gene-G6PC3,41.35735735735736,43.29529529529529,43.34034034034034,36.7997997997998,91.50450450450451,33.94794794794795,64.71171171171171,60.993993993993996,49.666666666666664,37.12312312312312,61.33333333333333,52.58458458458458,76.3013013013013,82.3913913913914,66.90790790790791
gene-G6PD,59.556556556556565,40.70570570570571,62.23123123123123,55.406406406406404,42.49249249249249,70.41541541541541,44.58458458458458,97.78078078078079,54.78378378378379,120.6016016016016,48.670670670670674,53.114114114114116,60.328328328328325,119.66966966966966,104.03903903903904
gene-GAA,54.51651651651652,78.67967967967968,132.6176176176176,50.82882882882883,46.49249249249249,50.04204204204204,61.29629629629629,42.6036036036036,,68.04504504504504,105.05005005005005,6.827827827827828,93.36436436436436,136.0,124.42942942942943
gene-GAB1,80.31231231231232,45.85785785785786,49.03703703703704,51.59259259259259,32.073073073073076,74.56756756756756,55.14414414414414,99.46546546546547,43.81681681681681,146.96996996996995,97.17517517517517,105.36336336336336,189.07507507507506,121.0,116.28228228228228
gene-GAB2,66.5005005005005,72.84984984984986,66.12312312312312,75.53753753753753,24.48948948948949,36.329329329329326,34.44444444444444,65.50550550550551,88.6006006006006,71.69369369369369,66.0930930930931,55.23723723723724,62.07907907907908,0.0,
gene-GAB3,132.8928928928929,,143.0,,,,,81.38338338338339,45.0,61.0,,92.0,,,
gene-GABARAPL1,51.29329329329329,65.30630630630631,73.31431431431432,64.27327327327328,54.4954954954955,59.06906906906907,46.65165165165165,83.11711711711712,83.43343343343342,54.91991991991992,66.27727727727728,72.02902902902903,82.16316316316316,92.33333333333334,90.91291291291292
gene-GABARAPL2,62.45845845845846,44.96596596596597,42.27227227227227,48.489489489489486,50.471471471471475,46.381381381381374,38.848848848848846,44.15915915915916,47.5965965965966,42.40540540540541,57.44344344344344,66.52652652652652,59.81681681681682,67.10410410410411,66.6036036036036
gene-GABBR1,54.26726726726727,88.2082082082082,66.65165165165165,68.52152152152152,43.06306306306306,73.97197197197198,51.97097097097097,59.773773773773776,89.32732732732732,66.6016016016016,63.55555555555556,65.31431431431432,54.90090090090091,96.54054054054053,84.86686686686687
gene-GABBR2,,,124.0,83.45345345345345,120.0,,135.43443443443442,,,,71.14714714714715,,,,
gene-GABPA,90.83083083083083,90.61261261261261,91.75675675675674,50.8018018018018,61.911911911911915,87.78378378378379,122.98198198198199,75.43943943943944,132.5955955955956,146.39939939939939,72.85885885885887,66.02702702702702,82.10810810810811,84.48148148148148,44.43943943943944
gene-GABPB1,72.24124124124126,60.24324324324325,72.09609609609609,62.549549549549546,78.91891891891892,82.9009009009009,114.06006006006007,79.85185185185185,88.66266266266265,79.84684684684684,51.65765765765765,55.969969969969966,98.95495495495496,16.783783783783782,76.01301301301301
gene-GABPB2,131.0,61.846846846846844,,32.371371371371374,,67.0,,,,,,22.0,,,
gene-GABRA1,,,,211.0,,,,,,,,,,,
gene-GABRD,,,,,,75.991991991992,78.49849849849849,,,141.0,,,,,
gene-GABRE,85.75475475475476,,,,,46.0,,102.0,146.0,,97.44944944944945,,,,
gene-GABRR1,,,,,111.0,,,,,,,,,,
gene-GABRR2,165.0,,,,,,,,,,,,,,
gene-GABRR3,,,,,,,,,94.0,,,,,,
gene-GAD1,,,,,,,,133.0,,,,,,,
gene-GAD2,,,,,,77.95395395395396,,,,,,,,,
gene-GADD45A,79.62962962962962,71.46146146146145,83.75675675675676,69.91891891891892,70.45645645645646,70.83683683683682,100.7967967967968,70.91891891891892,64.82882882882882,76.2032032032032,97.94294294294295,121.25225225225225,71.97497497497497,59.04404404404404,73.84884884884885
gene-GADD45B,75.89389389389389,97.45345345345346,69.81481481481481,88.23423423423424,101.21921921921921,123.61861861861863,88.94494494494495,100.65965965965965,81.002002002002,114.75075075075075,76.76376376376376,72.21321321321321,78.85785785785787,84.01401401401401,120.37837837837837
gene-GADD45G,91.38738738738739,36.7027027027027,145.51351351351352,131.22322322322321,88.71171171171171,45.846846846846844,,114.29129129129129,82.09509509509509,137.88688688688688,163.99699699699698,,,,
gene-GADD45GIP1,46.13713713713714,35.3963963963964,66.27627627627626,48.34534534534535,30.906906906906908,102.32432432432432,67.38138138138137,68.67567567567568,53.06306306306306,48.126126126126124,40.58658658658659,62.506506506506504,38.37937937937938,50.01801801801802,42.25925925925926
gene-GADL1,,245.0,,98.8048048048048,,42.81781781781782,66.995995995996,60.72372372372372,151.03103103103103,129.99299299299298,71.6936936936937,,,,0.0
gene-GAK,10.357357357357358,65.62662662662663,61.27327327327327,61.31231231231231,70.45345345345345,51.5995995995996,65.26926926926927,47.432432432432435,87.71271271271272,49.388388388388385,97.25625625625625,84.990990990991,26.605605605605607,151.0,50.0
gene-GAL,,101.0,,,,,,,,,,,,,
gene-GAL3ST1,209.985985985986,,76.0,158.0,,216.3823823823824,,109.47147147147147,229.0,,101.0,,26.0,,
gene-GAL3ST2,,83.07907907907908,97.55555555555554,114.28028028028028,,74.81881881881881,,98.88388388388388,120.62162162162163,,59.93893893893894,,,,
gene-GAL3ST4,31.252252252252248,46.50750750750751,102.3993993993994,52.14814814814815,61.17017017017017,59.792792792792795,39.567567567567565,55.37137137137137,36.41841841841842,117.67867867867868,75.56756756756756,106.78978978978978,98.31531531531532,116.4034034034034,17.426426426426428
gene-GALC,1.2132132132132134,154.0,,70.0,57.0,125.86986986986986,,,53.747747747747745,74.63363363363364,141.2032032032032,0.0,102.67567567567568,,
gene-GALE,68.25725725725725,31.667667667667665,67.07307307307308,52.5975975975976,72.61861861861861,52.55555555555555,46.57757757757757,93.08708708708708,79.45245245245245,46.3023023023023,63.68068068068068,76.54054054054055,28.513513513513516,40.94394394394395,28.28928928928929
gene-GALK1,29.83083083083083,41.56456456456456,86.44744744744744,48.77577577577578,39.087087087087085,85.37037037037037,52.85985985985985,49.82882882882883,55.90690690690691,98.97597597597598,52.8998998998999,100.06506506506507,57.333333333333336,32.85885885885886,57.768768768768766
