GENEID	barcode01.filtered.bam	barcode02.filtered.bam	barcode03.filtered.bam	barcode04.filtered.bam	barcode05.filtered.bam	barcode06.filtered.bam	barcode07.filtered.bam	barcode08.filtered.bam	barcode09.filtered.bam	barcode10.filtered.bam	barcode11.filtered.bam	barcode18.filtered.bam	barcode19.filtered.bam	barcode20.filtered.bam	barcode21.filtered.bam
gene-LOC101671742	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671744	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671789	118	52	53	97	33	66	29	49	101	42	110	37	48	12	8
gene-LOC101671791	36	11	29	35	10	9	7	16	22	9	11	21	22	5	3
gene-LOC101671795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671796	36	4	72	10	6	15	15	39	2	44	7	0	0	0	0
gene-LOC101671797	0.99999	0	3	0	0	1	0	0	0	0	1	0	0	0	0
gene-LOC101671806	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0
gene-LOC101671807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671813	1	1	0	1	0	0	0	0	0	0	0.99999	0	0	0	1
gene-LOC101671814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671818	2	2	1	1	0	0	0	2	1	0	1	3	0	0	0
gene-LOC101671819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671826	1	1	1	0	0	1	1	0	0	0	0	0	0	2	0
gene-LOC101671827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671834	3	2	7	8	0	1	2	5	4	2	4	1	0	0	3
gene-LOC101671835	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1
gene-LOC101671837	2	1	1	0	2	2	0	0	0	0	0	1	1	0	3
gene-LOC101671838	20	12	51	27	8	5	3	6	15	5	18	39	28	28	27
gene-LOC101671839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671840	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-LOC101671842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671843	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0
gene-LOC101671846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671852	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
gene-LOC101671856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671861	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
gene-LOC101671862	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0
gene-LOC101671863	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC101671867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671870	19	5	12	21	8	7	4	16	38	11	20	0	2	6	1
gene-LOC101671872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC101671873	20.99999	9	22	8	2.00001	6	0	5.00001	17	5	16	18.99999	17.99999	4	7
gene-LOC101671874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671885	1377	805	1171	1153	637	1011	723	683	948	854	1125	882	798	443	459
gene-LOC101671890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671891	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671904	2	3	3	12	4	2	3	2	3	1	3	2	1	1	1
gene-LOC101671913	10	4	14	13	4	3	0	0	12	2	13	44	39	20	6
gene-LOC101671917	51	3	1	0	0	0	26	1	16	9	0	0	0	0	0
gene-LOC101671920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671922	0	1	0	9	0	7	3	0	0	0	6	0	0	0	0
gene-LOC101671925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671928	4	0	6	3.00001	1.99999	1	0	3	6.00001	0	2	0.99999	2.99999	1	0.99999
gene-LOC101671931	9	0	1	23	8	15	27	25	5	17	14	21	15	15	10
gene-LOC101671932	30	7	16	37	10	19	6	17	21	10	44	12	9	2	7
gene-LOC101671939	6	4	8	10	3	2	0	2	5	1	7	8	10	1	4
gene-LOC101671943	42	3	10	9	1	1	0	1	1	2	28	2	6	16	12
gene-LOC101671945	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
gene-LOC101671947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671954	20	3	5	19	3	9	1	2	21	5	18	12	12	6	4
gene-LOC101671959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671963	0	0	0	0	0	0	1	0	3	0	1	1	2	0	0
gene-LOC101671965	0	0	0	0	0	0	0	0	1	0	1	6	6	7	2
gene-LOC101671969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671979	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671990	8	1	9	6	4	5	2	2	5	2	9	0	0	0	0
gene-LOC101671991	3	8	14	20	12	13	5	4	46	6	23	0	0	0	0
gene-LOC101671992	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101671998	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
gene-LOC101672007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672014	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
gene-LOC101672021	3492	2229	3234	3391	1115	1461	882	1654	2967	1373	3157	2927	2960	4582	3452
gene-LOC101672032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672037	57	33	57	29	16	22	7	18	55	28	39	100	111	104	63
gene-LOC101672041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672051	1	1	0	0	0	0	0	0	0	4	2	0	0	0	0
gene-LOC101672052	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene-LOC101672053	0	1	0	1	0	2	1	0	1	0	1	0	0	0	0
gene-LOC101672057	2	0	1	0	0	0	0	0	0	0	0	2	1	0	0
gene-LOC101672060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672063	0	0	0	6	0	0	0	0	14	0	0	0	0	0	0
gene-LOC101672065	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
gene-LOC101672075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC101672081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672089	25	11	19	33	6	9	1	3	16	8	6	25	37	14	18
gene-LOC101672092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672095	15	5	9	12	4	2	0	1	19	2	23	0	0	1	1
gene-LOC101672099	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672110	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene-LOC101672114	0	0	1	0	0	1	0	0	0	1	2	13	9	12	4
gene-LOC101672123	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
gene-LOC101672130	2	0	0	3.00001	1	4	2	1	1	4	3	6	7	4	1
gene-LOC101672131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672135	4	6	7	6.99999	0	0.99999	0	0	3	0	2.00001	0.99999	7	2	0
gene-LOC101672139	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene-LOC101672142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672146	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672152	135	77	157	169	76	61	54	92	136	61	213	166	161	81	90
gene-LOC101672155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672165	6	1	2	9	0	0	2	0	0	4	5	0	0	0	0
gene-LOC101672166	17	13	16	20	2	16	9	6	15	4	20	13	6	6	2
gene-LOC101672177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672192	0	1	0	0	2	2	0	1	0	0	3	0	1	0	1
gene-LOC101672199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672205	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0
gene-LOC101672214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672219	277	139	267	278	131	153	96	139	217	124	419	366	470	539	322
gene-LOC101672225	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0
gene-LOC101672237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672246	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0
gene-LOC101672248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672250	14887	10387	11539	12318	4762	4364	3567	6441	10756	5893	11937	16085	16737	27952	19311
gene-LOC101672255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672263	9	3	6	5	0	0	1	2	6	0	8	0	0	0	0
gene-LOC101672279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672280	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
gene-LOC101672284	1	1	6	2	0	0	0	0	6	0	4	0	0	0	0
gene-LOC101672285	209	214	137	128	39	70	65	37	291	75	108	1	4	7	3
gene-LOC101672289	2	0	1	0	0	3	0	0	0	0	0	7	3	4	6
gene-LOC101672291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672330	117	44	66	84	46	48	26	27	67	36	110	170	194	132	97
gene-LOC101672337	8	38	20	17	0	5	0	1	9	2	19	0	0	0	0
gene-LOC101672339	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene-LOC101672340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672345	0	0	0	5	1	0	0	2	1	0	0	0	0	0	0
gene-LOC101672347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672352	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC101672353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672366	27	3	14	23	7	7	9	21	24	5	13	5	7	6	3
gene-LOC101672373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672376	1	0	0	0	0	0	0	0	2	2	1	0	0	0	0
gene-LOC101672378	107	222	157	192	27	6	2	11	31	14	7	1	0	0	3
gene-LOC101672382	17	36	17	13	5	3	0	0	10	0	5	0	0	0	0
gene-LOC101672386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672396	1	1	2	6	0	1	1	1	5	2	7	4	10	5	3
gene-LOC101672401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672437	23.99999	14	60	35	7.00001	7.00001	5.00001	8.00001	24.99999	5.00001	18	8	2.00001	1	4.00001
gene-LOC101672439	40	10	12	11	6	2	1	2	16.00001	1	6	14	4	6	4
gene-LOC101672451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672456	5.99999	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672478	8	2	3	19	0	11	7	4	4	2	24	0	0	0	0
gene-LOC101672482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672488	38	26	5	3	12	2	1	2	40	3	14	0	0	0	0
gene-LOC101672493	7	2	4	3	0	0	0	1	0	1	0	7	3	4	3
gene-LOC101672499	8	0	1	4	0	2	0	0	0	0	0	5	0	0	2
gene-LOC101672504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC101672508	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672513	223	191	255	255	70	78	39	70	121	59	182	327	375	481	289
gene-LOC101672518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672534	10	11	16	8	3	2	0	0	13	0	14	0	0	0	0
gene-LOC101672536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672539	1	0	2	3	0	1	1	0	0	1	2	2	0	1	2
gene-LOC101672542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672545	18	3	14	6	8	6	1	1	15	12	16	0	0	0	0
gene-LOC101672546	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
gene-LOC101672547	0	0	0	0	0	0	0	0	0	0	0	9	10	18	11
gene-LOC101672549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672555	116	34	40	59.00001	14	20	8	10	26.00001	9	19	776	959	1392	1106
gene-LOC101672563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672578	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC101672582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672586	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC101672592	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
gene-LOC101672598	3421	2382	4032	3422	121	151	47	69	566	213	1204	410	427	5004	3449
gene-LOC101672604	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0
gene-LOC101672607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672615	4	0	0	1	0	0	0	0	0	0	1	0	0	0	1
gene-LOC101672618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672622	29	33	28	20	12	2	2	3	20	10	25	3	3	1	0
gene-LOC101672627	1	3	16	4	0	2	7	0	0	1	0	17	13	2	1
gene-LOC101672629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672653	2	3	1	2	0	7	1	0	1	0	5	0	0	0	0
gene-LOC101672654	5	2	6	8	0	0	0	0	1	1	0	8	9	0	1
gene-LOC101672659	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-LOC101672661	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
gene-LOC101672663	98	265	164	211	18	1	0	17	28	7	17	0	0	2	3
gene-LOC101672667	4	8	9	5	0	1	0	0	2	0	1	0	0	0	0
gene-LOC101672671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672682	5	2	0	0	0	2	0	0	1	3	0	0	0	0	7
gene-LOC101672683	71	45	59	66	16	28	19	34	59	21	26	49	41	32	32
gene-LOC101672692	0	0	0	0	0	0	0	0	0	0	0	1	1	6	4
gene-LOC101672697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672736	2	0	15	4	6	0	0	0	4	0	12	14	9	4	10
gene-LOC101672743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672745	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672747	5	4	1	3	2	0	0	0	3	0	1	0	0	0	0
gene-LOC101672752	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC101672758	0	3	2	0	6	1	0	0	8	1	3	0	0	0	0
gene-LOC101672774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672775	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC101672778	22	13	25	17	4	0	1	0	0	0	0	0	0	2	8
gene-LOC101672783	1	1	0	2	0	0	0	0	3	0	4	1	0	1	1
gene-LOC101672785	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-LOC101672790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672794	193	219	447	162	24	13	9	2	35	14	48	2	3	4	4
gene-LOC101672798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672802	1	0	4	2	0	3	1	2	2	2	1	11	23	16	9
gene-LOC101672811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672812	1	2	2	0	0	0	0	0	2	0	0	0	1	1	1
gene-LOC101672813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC101672819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672824	32	72	37	22	10	293	14	4	50	16	15	0	0	0	0
gene-LOC101672826	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672830	93	45	72	74	31.99999	28.00001	30.99999	32.99999	126.00001	50	57	0	0	0	0
gene-LOC101672832	6	0	1	2	1	0	0	0	1	1	1	1	1	0	0
gene-LOC101672834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672835	8	8	8	18	3	3	0	7	5	0	5	11	9	9	7
gene-LOC101672837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672844	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
gene-LOC101672847	4	4	3	8	5	3	3	4	22	1	19	0	0	0	0
gene-LOC101672850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672852	0	0	0	0	0	0.99999	3	0	0	0	3	0	0	0	0
gene-LOC101672856	0	2	0	0	665	42	512	621	233	3210	50	0	0	1	0
gene-LOC101672862	4	2	1	1	0	0	0	0	1	0	0	0	1	2	0
gene-LOC101672868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672890	3	0	1	6	1	2	0	0	2	1	1	4	2	0	0
gene-LOC101672894	77	18	33	35	17	21	8	16	33	27	33	25	6	25	21
gene-LOC101672900	4	5	4	8	0	3	1	0	2	2	6	12	6	5	4
gene-LOC101672911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672916	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
gene-LOC101672917	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-LOC101672920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672936	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC101672954	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
gene-LOC101672959	113	7	25	8	3	6	27	12	38	6	6	0	0	0	0
gene-LOC101672963	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672967	9	23	6	2	1	15	1	1	4	3	0	0	0	0	0
gene-LOC101672977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101672980	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
gene-LOC101672981	2	0	5	1	0	0	0	0	1	0	5	1	2	0	1
gene-LOC101672987	991	1062	898	500	252	116	84	80	457	149	498	260	379	527	463
gene-LOC101672999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673000	5	2	5	10	0	1	0	0	2	0	1	0	0	0	0
gene-LOC101673003	1	0	2	1	0	1	0	0	0	0	1	0	0	0	0
gene-LOC101673005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673026	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-LOC101673029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673031	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673040	1	0	1	0.99999	0	0	0.99999	0	0	0.99999	0.99999	0	0	0	0
gene-LOC101673046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673055	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673058	3	6	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC101673071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673073	1	0	0	2	0	0	0	0	0	4	0	0	0	2	0
gene-LOC101673075	5	0	0	2	0	0	0	0	0	0	2	0	0	0	0
gene-LOC101673077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673081	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0
gene-LOC101673084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673092	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2
gene-LOC101673093	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
gene-LOC101673098	15	12	24	20	2	4	1	2	5	4	5	15	20	12	11
gene-LOC101673103	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC101673105	460	632	1280	872	9	8	3	5	25	7	48	59	54	377	363
gene-LOC101673113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673131	45.00001	6.00001	14.99999	51.99998	5	1	3.99999	7	8	8	21.99999	9	11	22	6
gene-LOC101673134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673144	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC101673145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC101673153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
